titulo,descripcion,categoria,latitud,longitud,fecha
"Incendio en San Miguel de Tucumán, Tucumán: bomberos trabajan en el lugar",Se reporta (al mediodía) un incendio cerca de un parque/plaza. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-26.790301,-65.194248,1/6/2024
"Atención: aumento de consultas respiratorias en San Carlos de Bariloche, Río Negro","Vecinos informan alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-41.151492,-71.340243,4/22/2025
"Ráfagas fuertes en Puerto Madryn, Chubut: caída de ramas y carteles",Se reportan ráfagas intensas en la zona céntrica. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-42.744043,-65.052723,6/6/2024
"Demoras en transporte en Pinamar, Buenos Aires",Usuarios informan demoras y cancelaciones en un barrio residencial. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-37.132205,-56.883405,6/25/2025
"Incendio forestal cerca de Río Grande, Tierra del Fuego: humo visible","Se reporta un foco de incendio en vegetación en un barrio residencial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-53.794103,-67.688265,3/14/2024
"Calles anegadas en Clorinda, Formosa tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en un corredor comercial. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-25.271491,-57.71575,2/25/2024
"Corte parcial por protesta en Avellaneda, Buenos Aires",Vecinos informan una manifestación en la salida hacia la ruta. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-34.678588,-58.385358,6/3/2025
"Corte de luz en San Luis, San Luis: cuadrillas revisan la red",Se registran interrupciones del servicio eléctrico sobre un acceso principal. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-33.294939,-66.362619,6/16/2025
"Choque en Santa Fe, Santa Fe: tránsito reducido","Testigos informan (esta tarde) un accidente de tránsito en un barrio residencial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-31.617555,-60.721131,9/12/2025
"Incendio en San Juan, San Juan: bomberos trabajan en el lugar","Se reporta (en las últimas horas) un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-31.554667,-68.543278,2/21/2025
"Corte parcial por protesta en Tafí del Valle, Tucumán",Vecinos informan una manifestación sobre un acceso principal. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-26.834507,-65.685028,3/1/2024
"Corte parcial por protesta en Formosa, Formosa","Vecinos informan una manifestación en la zona céntrica. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-26.188696,-58.16301,9/15/2024
"Incendio en San Martín (Mza), Mendoza: bomberos trabajan en el lugar","Se reporta (al mediodía) un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-33.052148,-68.460759,4/29/2025
"Incendio forestal cerca de Trelew, Chubut: humo visible","Se reporta un foco de incendio en vegetación sobre un acceso principal. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-43.258457,-65.302462,12/31/2024
"Ráfagas fuertes en Ciudad Autónoma de Buenos Aires, CABA: caída de ramas y carteles",Se reportan ráfagas intensas en un puente/viaducto. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-34.627409,-58.362074,11/17/2024
"Incendio en Tilcara, Jujuy: bomberos trabajan en el lugar","Se reporta un incendio en un corredor comercial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-23.59541,-65.422596,11/10/2025
"Demoras en transporte en Jesús María, Córdoba",Usuarios informan (esta mañana) demoras y cancelaciones en un barrio residencial. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-30.968742,-64.098217,5/1/2024
"Deslizamiento de ladera en Orán, Salta: precaución en accesos",Se reporta un deslizamiento de tierra/rocas cerca de una estación de servicio. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso.,Deslizamiento,-23.122312,-64.338191,9/20/2024
"Tormenta con granizo en San Luis, San Luis: daños en vehículos",Vecinos reportan caída de granizo en un área industrial. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad.,Granizo,-33.296232,-66.328433,9/4/2025
"Calles anegadas en San Isidro, Buenos Aires tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en un barrio residencial. Hay demoras en el tránsito y se solicita circular con precaución.,Inundación,-34.496393,-58.554131,7/24/2025
"Atención: aumento de consultas respiratorias en Río Grande, Tierra del Fuego",Vecinos informan alta demanda en guardias en inmediaciones de una escuela. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-53.763006,-67.725704,2/8/2025
"Corte parcial por protesta en Orán, Salta",Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-23.148138,-64.340737,2/1/2025
"Choque en Concordia, Entre Ríos: tránsito reducido",Testigos informan (esta mañana) un accidente de tránsito en un puente/viaducto. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-31.372061,-58.046541,4/1/2024
"Atención: aumento de consultas respiratorias en Luján, Buenos Aires","Vecinos informan (esta mañana) alta demanda en guardias en inmediaciones de una escuela. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-34.550088,-59.131666,9/17/2024
"Atención: aumento de consultas respiratorias en Oberá, Misiones","Vecinos informan (esta tarde) alta demanda en guardias sobre un acceso principal. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-27.465847,-55.141196,12/29/2024
"Choque en San Fernando del Valle de Catamarca, Catamarca: tránsito reducido",Testigos informan (esta tarde) un accidente de tránsito en un puente/viaducto. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-28.489626,-65.775409,9/11/2024
"Derrame de combustible en Quilmes, Buenos Aires: calzada resbaladiza","Se reporta (al mediodía) un derrame de combustible en la zona céntrica. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-34.708441,-58.231512,9/3/2024
"Incendio en Ushuaia, Tierra del Fuego: bomberos trabajan en el lugar","Se reporta un incendio en la zona céntrica. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-54.809739,-68.31609,4/28/2025
"Calles anegadas en Corrientes, Corrientes tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua cerca de un parque/plaza. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-27.474918,-58.831502,6/26/2024
"Derrame de combustible en Jáchal, San Juan: calzada resbaladiza","Se reporta (esta tarde) un derrame de combustible en la zona céntrica. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-30.243065,-68.762355,12/12/2024
"Demoras en transporte en Río Cuarto, Córdoba","Usuarios informan (en las últimas horas) demoras y cancelaciones sobre un acceso principal. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-33.100987,-64.322152,1/20/2025
"Corte parcial por protesta en Villa Mercedes, San Luis","Vecinos informan (esta tarde) una manifestación en la zona céntrica. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-33.692957,-65.482815,9/28/2024
"Calles anegadas en Resistencia, Chaco tras lluvias intensas",Vecinos informan (esta tarde) anegamientos y acumulación de agua cerca de un parque/plaza. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-27.441624,-58.995026,5/2/2024
"Corte de luz en Pinamar, Buenos Aires: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico cerca de una estación de servicio. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-37.089307,-56.83784,10/21/2025
"Incendio forestal cerca de Malargüe, Mendoza: humo visible",Se reporta (esta tarde) un foco de incendio en vegetación cerca de un parque/plaza. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire.,Incendio forestal,-35.496798,-69.566082,11/25/2024
"Corte de luz en Puerto Iguazú, Misiones: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico sobre un acceso principal. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-25.585674,-54.576637,2/6/2024
"Choque en Formosa, Formosa: tránsito reducido",Testigos informan un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-26.158834,-58.18128,11/26/2025
"Sismo percibido en Tilcara, Jujuy: sin daños reportados","Usuarios reportan un temblor sobre un acceso principal. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros.",Sismo,-23.556904,-65.381255,11/19/2025
"Ráfagas fuertes en Neuquén, Neuquén: caída de ramas y carteles","Se reportan ráfagas intensas cerca de un parque/plaza. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-38.954205,-68.075523,11/25/2024
"Altas temperaturas en San Fernando del Valle de Catamarca, Catamarca: alertan por golpe de calor","Se reportan (esta tarde) temperaturas elevadas en la salida hacia la ruta. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-28.453398,-65.800894,1/1/2024
"Deslizamiento de ladera en Ushuaia, Tierra del Fuego: precaución en accesos","Se reporta un deslizamiento de tierra/rocas cerca de un parque/plaza. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-54.808707,-68.317336,7/29/2025
"Choque en Caucete, San Juan: tránsito reducido",Testigos informan (esta tarde) un accidente de tránsito cerca de una estación de servicio. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-31.631208,-68.307584,8/27/2024
"Atención: aumento de consultas respiratorias en Rosario, Santa Fe",Vecinos informan (en las últimas horas) alta demanda en guardias cerca de un parque/plaza. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-32.934498,-60.628887,10/2/2024
"Incendio en Paraná, Entre Ríos: bomberos trabajan en el lugar",Se reporta (esta mañana) un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-31.719962,-60.543268,6/28/2024
"Corte de luz en Caucete, San Juan: cuadrillas revisan la red","Se registran (en las últimas horas) interrupciones del servicio eléctrico en un corredor comercial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-31.649415,-68.284223,5/26/2025
"Demoras en transporte en Puerto Iguazú, Misiones","Usuarios informan (esta tarde) demoras y cancelaciones en un corredor comercial. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-25.594881,-54.592708,12/9/2025
"Derrame de combustible en Jesús María, Córdoba: calzada resbaladiza","Se reporta un derrame de combustible en un corredor comercial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-30.969538,-64.120675,11/29/2025
"Incendio en Trelew, Chubut: bomberos trabajan en el lugar","Se reporta un incendio cerca de un parque/plaza. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-43.236353,-65.296249,7/3/2024
"Nevada en General Roca, Río Negro: rutas con baja adherencia",Se registran (esta noche) nevadas en un barrio residencial. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-39.039237,-67.605264,8/26/2024
"Alerta por robos en Venado Tuerto, Santa Fe: piden reforzar cuidados","Se reportan (al mediodía) hechos de inseguridad en un puente/viaducto. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-33.722865,-61.991214,6/6/2025
"Corte de luz en Caucete, San Juan: cuadrillas revisan la red",Se registran interrupciones del servicio eléctrico cerca de un parque/plaza. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-31.649782,-68.289659,3/23/2025
"Derrame de combustible en Pinamar, Buenos Aires: calzada resbaladiza",Se reporta un derrame de combustible en la zona céntrica. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-37.114358,-56.884971,10/6/2025
"Corte parcial por protesta en Belén, Catamarca",Vecinos informan una manifestación sobre un acceso principal. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-27.628021,-67.046222,11/4/2024
"Atención: aumento de consultas respiratorias en San Salvador de Jujuy, Jujuy",Vecinos informan alta demanda en guardias en un barrio residencial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-24.163292,-65.294172,7/22/2024
"Sismo percibido en Malargüe, Mendoza: sin daños reportados","Usuarios reportan un temblor en un corredor comercial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. En la región suele registrarse actividad sísmica moderada. Si tenés info actualizada, comentá para ayudar a otros. (esta mañana).",Sismo,-35.455275,-69.609153,9/11/2024
"Ráfagas fuertes en General Roca, Río Negro: caída de ramas y carteles",Se reportan ráfagas intensas en inmediaciones de una escuela. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-39.049118,-67.611863,3/25/2024
"Choque en Mendoza, Mendoza: tránsito reducido","Testigos informan un accidente de tránsito cerca de un parque/plaza. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-32.90029,-68.850757,5/5/2025
"Incendio en San Martín de los Andes, Neuquén: bomberos trabajan en el lugar","Se reporta (esta mañana) un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-40.150457,-71.341602,9/26/2024
"Corte parcial por protesta en San Rafael, Mendoza","Vecinos informan una manifestación cerca de un parque/plaza. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-34.588326,-68.31179,6/6/2024
"Choque en Zárate, Buenos Aires: tránsito reducido","Testigos informan un accidente de tránsito en la zona céntrica. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-34.08338,-59.052947,8/23/2025
"Alerta por robos en Presidencia Roque Sáenz Peña, Chaco: piden reforzar cuidados",Se reportan hechos de inseguridad sobre un acceso principal. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-26.786887,-60.442672,1/14/2024
"Incendio en Neuquén, Neuquén: bomberos trabajan en el lugar","Se reporta (esta noche) un incendio cerca de un parque/plaza. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-38.950289,-68.069189,2/28/2024
"Ráfagas fuertes en Bahía Blanca, Buenos Aires: caída de ramas y carteles","Se reportan ráfagas intensas en un corredor comercial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-38.708128,-62.265517,7/7/2024
"Ráfagas fuertes en Ushuaia, Tierra del Fuego: caída de ramas y carteles","Se reportan ráfagas intensas cerca de una estación de servicio. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-54.811567,-68.290754,11/28/2025
"Tormenta con granizo en Campana, Buenos Aires: daños en vehículos",Vecinos reportan caída de granizo en un corredor comercial. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. (en las últimas horas).,Granizo,-34.17167,-58.971592,11/28/2024
"Choque en Salta, Salta: tránsito reducido","Testigos informan (esta mañana) un accidente de tránsito sobre un acceso principal. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-24.764999,-65.410098,1/6/2025
"Incendio forestal cerca de Cutral Có, Neuquén: humo visible","Se reporta (esta noche) un foco de incendio en vegetación en un barrio residencial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-38.941962,-69.257297,11/15/2025
"Derrame de combustible en Presidencia Roque Sáenz Peña, Chaco: calzada resbaladiza",Se reporta un derrame de combustible cerca de un parque/plaza. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-26.77289,-60.436701,11/18/2024
"Alerta por robos en Concordia, Entre Ríos: piden reforzar cuidados",Se reportan (esta mañana) hechos de inseguridad en un barrio residencial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-31.371308,-57.994296,7/24/2025
"Atención: aumento de consultas respiratorias en Gualeguaychú, Entre Ríos","Vecinos informan (esta tarde) alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-33.013159,-58.542058,2/7/2025
"Incendio en Pergamino, Buenos Aires: bomberos trabajan en el lugar",Se reporta un incendio en inmediaciones de una escuela. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-33.892198,-60.561591,11/19/2024
"Choque en Jesús María, Córdoba: tránsito reducido","Testigos informan un accidente de tránsito sobre un acceso principal. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-30.986053,-64.103818,5/6/2024
"Demoras en transporte en Goya, Corrientes","Usuarios informan demoras y cancelaciones en un barrio residencial. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-29.112613,-59.249289,1/30/2025
"Atención: aumento de consultas respiratorias en La Rioja, La Rioja",Vecinos informan alta demanda en guardias en inmediaciones de una escuela. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-29.430688,-66.838656,7/17/2024
"Demoras en transporte en Concordia, Entre Ríos",Usuarios informan (en las últimas horas) demoras y cancelaciones en un puente/viaducto. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-31.394647,-57.991466,6/1/2024
"Incendio forestal cerca de Trelew, Chubut: humo visible",Se reporta un foco de incendio en vegetación cerca de una estación de servicio. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire.,Incendio forestal,-43.237943,-65.295521,2/27/2024
"Deslizamiento de ladera en General Roca, Río Negro: precaución en accesos","Se reporta un deslizamiento de tierra/rocas en un puente/viaducto. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-39.026908,-67.559336,11/30/2024
"Tormenta con granizo en Santa Rosa, La Pampa: daños en vehículos","Vecinos reportan caída de granizo en inmediaciones de una escuela. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros.",Granizo,-36.627605,-64.313985,8/20/2024
"Choque en Oberá, Misiones: tránsito reducido",Testigos informan un accidente de tránsito en la zona céntrica. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-27.47171,-55.100219,9/16/2024
"Corte parcial por protesta en Venado Tuerto, Santa Fe","Vecinos informan una manifestación en inmediaciones de una escuela. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-33.755415,-61.948763,12/19/2024
"Corte de luz en Junín, Buenos Aires: cuadrillas revisan la red",Se registran (en las últimas horas) interrupciones del servicio eléctrico en un corredor comercial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-34.555049,-60.91653,4/26/2025
"Atención: aumento de consultas respiratorias en Neuquén, Neuquén","Vecinos informan (esta mañana) alta demanda en guardias en un puente/viaducto. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-38.961972,-68.087541,1/27/2024
"Atención: aumento de consultas respiratorias en Río Cuarto, Córdoba","Vecinos informan (esta noche) alta demanda en guardias en un barrio residencial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-33.114796,-64.361232,5/3/2025
"Sismo percibido en Tafí del Valle, Tucumán: sin daños reportados",Usuarios reportan un temblor en un puente/viaducto. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad.,Sismo,-26.863609,-65.687363,8/10/2025
"Incendio en Esquel, Chubut: bomberos trabajan en el lugar","Se reporta (al mediodía) un incendio cerca de un parque/plaza. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-42.930524,-71.327258,1/6/2025
"Incendio en Oberá, Misiones: bomberos trabajan en el lugar",Se reporta un incendio cerca de un parque/plaza. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-27.473951,-55.123241,4/4/2024
"Alerta por robos en Avellaneda, Buenos Aires: piden reforzar cuidados","Se reportan hechos de inseguridad en un puente/viaducto. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.654873,-58.393133,1/10/2025
"Sismo percibido en San Salvador de Jujuy, Jujuy: sin daños reportados",Usuarios reportan un temblor en un barrio residencial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. (esta tarde).,Sismo,-24.156302,-65.298568,7/10/2024
"Incendio en Caleta Olivia, Santa Cruz: bomberos trabajan en el lugar",Se reporta un incendio cerca de una estación de servicio. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-46.4201,-67.503999,6/17/2024
"Atención: aumento de consultas respiratorias en Belén, Catamarca",Vecinos informan alta demanda en guardias en un barrio residencial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-27.630561,-67.045556,1/24/2024
"Deslizamiento de ladera en Neuquén, Neuquén: precaución en accesos",Se reporta un deslizamiento de tierra/rocas cerca de un parque/plaza. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso.,Deslizamiento,-38.972979,-68.051236,2/1/2024
"Deslizamiento de ladera en Ushuaia, Tierra del Fuego: precaución en accesos","Se reporta (esta noche) un deslizamiento de tierra/rocas en inmediaciones de una escuela. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-54.82865,-68.286571,12/14/2024
"Deslizamiento de ladera en Puerto Madryn, Chubut: precaución en accesos","Se reporta un deslizamiento de tierra/rocas en inmediaciones de una escuela. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-42.785271,-65.058007,7/25/2024
"Atención: aumento de consultas respiratorias en Gualeguaychú, Entre Ríos","Vecinos informan alta demanda en guardias sobre un acceso principal. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-32.983894,-58.544047,1/2/2024
"Demoras en transporte en Villa Carlos Paz, Córdoba","Usuarios informan demoras y cancelaciones en la salida hacia la ruta. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-31.414677,-64.467943,12/10/2024
"Incendio forestal cerca de Mendoza, Mendoza: humo visible",Se reporta un foco de incendio en vegetación cerca de una estación de servicio. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire.,Incendio forestal,-32.893341,-68.857198,10/12/2025
"Corte de luz en Rosario, Santa Fe: cuadrillas revisan la red",Se registran (esta tarde) interrupciones del servicio eléctrico sobre un acceso principal. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-32.963184,-60.651717,3/26/2025
"Ráfagas fuertes en San Clemente del Tuyú, Buenos Aires: caída de ramas y carteles","Se reportan (en las últimas horas) ráfagas intensas en inmediaciones de una escuela. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-36.356361,-56.72309,8/26/2024
"Calles anegadas en Zárate, Buenos Aires tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua en la salida hacia la ruta. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-34.111366,-59.016302,2/5/2025
"Atención: aumento de consultas respiratorias en Gualeguaychú, Entre Ríos","Vecinos informan alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-32.995692,-58.525932,10/7/2025
"Atención: aumento de consultas respiratorias en Villa Mercedes, San Luis","Vecinos informan alta demanda en guardias en inmediaciones de una escuela. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-33.660904,-65.487565,12/3/2025
"Derrame de combustible en San Francisco, Córdoba: calzada resbaladiza",Se reporta (al mediodía) un derrame de combustible en un área industrial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-31.424937,-62.088549,7/5/2024
